,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,3,frontend,a,us-east-1,us-east-1,113,113,1.0
1,3,frontend,a,us-west-1,us-west-1,194,194,1.0
2,3,b,c,us-east-1,us-east-1,-1,-1,1.0
3,3,c,d,us-east-1,us-east-1,-1,-1,1.0
4,3,a,b,us-east-1,us-east-1,-1,-1,1.0
5,3,b,c,us-west-1,us-west-1,-1,-1,1.0
6,3,c,d,us-west-1,us-west-1,-1,-1,1.0
7,3,a,b,us-west-1,us-west-1,-1,-1,1.0
0,4,frontend,a,us-east-1,us-east-1,104,104,1.0
1,4,frontend,a,us-west-1,us-west-1,179,179,1.0
2,4,b,c,us-east-1,us-east-1,-1,-1,1.0
3,4,c,d,us-east-1,us-east-1,-1,-1,1.0
4,4,a,b,us-east-1,us-east-1,-1,-1,1.0
5,4,b,c,us-west-1,us-west-1,-1,-1,1.0
6,4,c,d,us-west-1,us-west-1,-1,-1,1.0
7,4,a,b,us-west-1,us-west-1,-1,-1,1.0
0,5,frontend,a,us-east-1,us-east-1,100,100,1.0
1,5,frontend,a,us-west-1,us-west-1,500,541,0.9242144177449169
2,5,frontend,a,us-west-1,us-east-1,41,541,0.07578558225508318
3,5,b,c,us-east-1,us-east-1,-1,-1,1.0
4,5,c,d,us-east-1,us-east-1,-1,-1,1.0
5,5,a,b,us-east-1,us-east-1,-1,-1,1.0
6,5,b,c,us-west-1,us-west-1,-1,-1,1.0
7,5,c,d,us-west-1,us-west-1,-1,-1,1.0
8,5,a,b,us-west-1,us-west-1,-1,-1,1.0
0,6,frontend,a,us-east-1,us-east-1,108,108,1.0
1,6,frontend,a,us-west-1,us-west-1,500,557,0.8976660682226212
2,6,frontend,a,us-west-1,us-east-1,57,557,0.10233393177737882
3,6,b,c,us-east-1,us-east-1,-1,-1,1.0
4,6,c,d,us-east-1,us-east-1,-1,-1,1.0
5,6,a,b,us-east-1,us-east-1,-1,-1,1.0
6,6,b,c,us-west-1,us-west-1,-1,-1,1.0
7,6,c,d,us-west-1,us-west-1,-1,-1,1.0
8,6,a,b,us-west-1,us-west-1,-1,-1,1.0
0,7,frontend,a,us-east-1,us-east-1,125,125,1.0
1,7,frontend,a,us-west-1,us-west-1,125,125,1.0
2,7,b,c,us-east-1,us-east-1,-1,-1,1.0
3,7,c,d,us-east-1,us-east-1,-1,-1,1.0
4,7,a,b,us-east-1,us-east-1,-1,-1,1.0
5,7,b,c,us-west-1,us-west-1,-1,-1,1.0
6,7,c,d,us-west-1,us-west-1,-1,-1,1.0
7,7,a,b,us-west-1,us-west-1,-1,-1,1.0
0,8,frontend,a,us-east-1,us-east-1,94,94,1.0
1,8,frontend,a,us-west-1,us-west-1,500,790,0.6329113924050633
2,8,frontend,a,us-west-1,us-east-1,290,790,0.3670886075949367
3,8,b,c,us-east-1,us-east-1,-1,-1,1.0
4,8,c,d,us-east-1,us-east-1,-1,-1,1.0
5,8,a,b,us-east-1,us-east-1,-1,-1,1.0
6,8,b,c,us-west-1,us-west-1,-1,-1,1.0
7,8,c,d,us-west-1,us-west-1,-1,-1,1.0
8,8,a,b,us-west-1,us-west-1,-1,-1,1.0
0,9,frontend,a,us-east-1,us-east-1,101,101,1.0
1,9,frontend,a,us-west-1,us-west-1,500,547,0.9140767824497258
2,9,frontend,a,us-west-1,us-east-1,47,547,0.08592321755027423
3,9,b,c,us-east-1,us-east-1,-1,-1,1.0
4,9,c,d,us-east-1,us-east-1,-1,-1,1.0
5,9,a,b,us-east-1,us-east-1,-1,-1,1.0
6,9,b,c,us-west-1,us-west-1,-1,-1,1.0
7,9,c,d,us-west-1,us-west-1,-1,-1,1.0
8,9,a,b,us-west-1,us-west-1,-1,-1,1.0
0,11,frontend,a,us-east-1,us-east-1,90,90,1.0
1,11,frontend,a,us-west-1,us-west-1,500,657,0.76103500761035
2,11,frontend,a,us-west-1,us-east-1,157,657,0.2389649923896499
3,11,b,c,us-east-1,us-east-1,-1,-1,1.0
4,11,c,d,us-east-1,us-east-1,-1,-1,1.0
5,11,a,b,us-east-1,us-east-1,-1,-1,1.0
6,11,b,c,us-west-1,us-west-1,-1,-1,1.0
7,11,c,d,us-west-1,us-west-1,-1,-1,1.0
8,11,a,b,us-west-1,us-west-1,-1,-1,1.0
