,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,2,frontend,a,us-east-1,us-east-1,43,43,1.0
1,2,frontend,a,us-west-1,us-west-1,128,128,1.0
2,2,b,c,us-east-1,us-east-1,-1,-1,1.0
3,2,c,d,us-east-1,us-east-1,-1,-1,1.0
4,2,a,b,us-east-1,us-east-1,-1,-1,1.0
5,2,b,c,us-west-1,us-west-1,-1,-1,1.0
6,2,c,d,us-west-1,us-west-1,-1,-1,1.0
7,2,a,b,us-west-1,us-west-1,-1,-1,1.0
0,3,frontend,a,us-east-1,us-east-1,115,115,1.0
1,3,frontend,a,us-west-1,us-west-1,251,251,1.0
2,3,b,c,us-east-1,us-east-1,-1,-1,1.0
3,3,c,d,us-east-1,us-east-1,-1,-1,1.0
4,3,a,b,us-east-1,us-east-1,-1,-1,1.0
5,3,b,c,us-west-1,us-west-1,-1,-1,1.0
6,3,c,d,us-west-1,us-west-1,-1,-1,1.0
7,3,a,b,us-west-1,us-west-1,-1,-1,1.0
0,4,frontend,a,us-east-1,us-east-1,102,102,1.0
1,4,frontend,a,us-west-1,us-west-1,196,196,1.0
2,4,b,c,us-east-1,us-east-1,-1,-1,1.0
3,4,c,d,us-east-1,us-east-1,-1,-1,1.0
4,4,a,b,us-east-1,us-east-1,-1,-1,1.0
5,4,b,c,us-west-1,us-west-1,-1,-1,1.0
6,4,c,d,us-west-1,us-west-1,-1,-1,1.0
7,4,a,b,us-west-1,us-west-1,-1,-1,1.0
0,5,frontend,a,us-east-1,us-east-1,101,101,1.0
1,5,frontend,a,us-west-1,us-west-1,181,181,1.0
2,5,b,c,us-east-1,us-east-1,-1,-1,1.0
3,5,c,d,us-east-1,us-east-1,-1,-1,1.0
4,5,a,b,us-east-1,us-east-1,-1,-1,1.0
5,5,b,c,us-west-1,us-west-1,-1,-1,1.0
6,5,c,d,us-west-1,us-west-1,-1,-1,1.0
7,5,a,b,us-west-1,us-west-1,-1,-1,1.0
0,6,frontend,a,us-east-1,us-east-1,112,112,1.0
1,6,frontend,a,us-west-1,us-west-1,173,173,1.0
2,6,b,c,us-east-1,us-east-1,-1,-1,1.0
3,6,c,d,us-east-1,us-east-1,-1,-1,1.0
4,6,a,b,us-east-1,us-east-1,-1,-1,1.0
5,6,b,c,us-west-1,us-west-1,-1,-1,1.0
6,6,c,d,us-west-1,us-west-1,-1,-1,1.0
7,6,a,b,us-west-1,us-west-1,-1,-1,1.0
0,7,frontend,a,us-east-1,us-east-1,127,127,1.0
1,7,frontend,a,us-west-1,us-west-1,371,371,1.0
2,7,b,c,us-east-1,us-east-1,-1,-1,1.0
3,7,c,d,us-east-1,us-east-1,-1,-1,1.0
4,7,a,b,us-east-1,us-east-1,-1,-1,1.0
5,7,b,c,us-west-1,us-west-1,-1,-1,1.0
6,7,c,d,us-west-1,us-west-1,-1,-1,1.0
7,7,a,b,us-west-1,us-west-1,-1,-1,1.0
0,8,frontend,a,us-east-1,us-east-1,90,90,1.0
1,8,frontend,a,us-west-1,us-west-1,400,604,0.6622516556291391
2,8,frontend,a,us-west-1,us-east-1,204,604,0.33774834437086093
