,counter,src_svc,dst_svc,src_cid,dst_cid,flow,total,weight
0,1,frontend,a,us-east-1,us-east-1,29,29,1.0
1,1,c,d,us-central-1,us-central-1,-1,-1,1.0
2,1,a,b,us-central-1,us-central-1,-1,-1,1.0
3,1,b,c,us-central-1,us-central-1,-1,-1,1.0
4,1,c,d,us-south-1,us-south-1,-1,-1,1.0
5,1,a,b,us-south-1,us-south-1,-1,-1,1.0
6,1,b,c,us-south-1,us-south-1,-1,-1,1.0
7,1,c,d,us-east-1,us-east-1,-1,-1,1.0
8,1,a,b,us-east-1,us-east-1,-1,-1,1.0
9,1,b,c,us-east-1,us-east-1,-1,-1,1.0
10,1,c,d,us-west-1,us-west-1,-1,-1,1.0
11,1,a,b,us-west-1,us-west-1,-1,-1,1.0
12,1,b,c,us-west-1,us-west-1,-1,-1,1.0
0,2,frontend,a,us-south-1,us-south-1,61,61,1.0
1,2,frontend,a,us-east-1,us-east-1,47,47,1.0
2,2,c,d,us-central-1,us-central-1,-1,-1,1.0
3,2,a,b,us-central-1,us-central-1,-1,-1,1.0
4,2,b,c,us-central-1,us-central-1,-1,-1,1.0
5,2,c,d,us-south-1,us-south-1,-1,-1,1.0
6,2,a,b,us-south-1,us-south-1,-1,-1,1.0
7,2,b,c,us-south-1,us-south-1,-1,-1,1.0
8,2,c,d,us-east-1,us-east-1,-1,-1,1.0
9,2,a,b,us-east-1,us-east-1,-1,-1,1.0
10,2,b,c,us-east-1,us-east-1,-1,-1,1.0
11,2,c,d,us-west-1,us-west-1,-1,-1,1.0
12,2,a,b,us-west-1,us-west-1,-1,-1,1.0
13,2,b,c,us-west-1,us-west-1,-1,-1,1.0
0,3,frontend,a,us-south-1,us-south-1,100,105,0.9523809523809523
1,3,frontend,a,us-south-1,us-central-1,5,105,0.047619047619047616
2,3,frontend,a,us-east-1,us-east-1,100,107,0.9345794392523364
3,3,frontend,a,us-east-1,us-central-1,7,107,0.06542056074766354
4,3,c,d,us-central-1,us-central-1,-1,-1,1.0
5,3,a,b,us-central-1,us-central-1,-1,-1,1.0
6,3,b,c,us-central-1,us-central-1,-1,-1,1.0
7,3,c,d,us-south-1,us-south-1,-1,-1,1.0
8,3,a,b,us-south-1,us-south-1,-1,-1,1.0
9,3,b,c,us-south-1,us-south-1,-1,-1,1.0
10,3,c,d,us-east-1,us-east-1,-1,-1,1.0
11,3,a,b,us-east-1,us-east-1,-1,-1,1.0
12,3,b,c,us-east-1,us-east-1,-1,-1,1.0
13,3,c,d,us-west-1,us-west-1,-1,-1,1.0
14,3,a,b,us-west-1,us-west-1,-1,-1,1.0
15,3,b,c,us-west-1,us-west-1,-1,-1,1.0
0,4,frontend,a,us-south-1,us-south-1,100,103,0.970873786407767
1,4,frontend,a,us-south-1,us-central-1,3,103,0.02912621359223301
2,4,frontend,a,us-east-1,us-east-1,100,102,0.9803921568627451
3,4,frontend,a,us-east-1,us-central-1,2,102,0.0196078431372549
4,4,c,d,us-central-1,us-central-1,-1,-1,1.0
5,4,a,b,us-central-1,us-central-1,-1,-1,1.0
6,4,b,c,us-central-1,us-central-1,-1,-1,1.0
7,4,c,d,us-south-1,us-south-1,-1,-1,1.0
8,4,a,b,us-south-1,us-south-1,-1,-1,1.0
9,4,b,c,us-south-1,us-south-1,-1,-1,1.0
10,4,c,d,us-east-1,us-east-1,-1,-1,1.0
11,4,a,b,us-east-1,us-east-1,-1,-1,1.0
12,4,b,c,us-east-1,us-east-1,-1,-1,1.0
13,4,c,d,us-west-1,us-west-1,-1,-1,1.0
14,4,a,b,us-west-1,us-west-1,-1,-1,1.0
15,4,b,c,us-west-1,us-west-1,-1,-1,1.0
0,5,frontend,a,us-central-1,us-central-1,106,198,0.5353535353535354
1,5,frontend,a,us-central-1,us-south-1,92,198,0.46464646464646464
2,5,frontend,a,us-south-1,us-south-1,14,101,0.13861386138613863
3,5,frontend,a,us-south-1,us-east-1,87,101,0.8613861386138614
4,5,frontend,a,us-east-1,us-east-1,19,122,0.1557377049180328
5,5,frontend,a,us-east-1,us-west-1,103,122,0.8442622950819673
6,5,c,d,us-central-1,us-central-1,-1,-1,1.0
7,5,a,b,us-central-1,us-central-1,-1,-1,1.0
8,5,b,c,us-central-1,us-central-1,-1,-1,1.0
9,5,c,d,us-south-1,us-south-1,-1,-1,1.0
10,5,a,b,us-south-1,us-south-1,-1,-1,1.0
11,5,b,c,us-south-1,us-south-1,-1,-1,1.0
12,5,c,d,us-east-1,us-east-1,-1,-1,1.0
13,5,a,b,us-east-1,us-east-1,-1,-1,1.0
14,5,b,c,us-east-1,us-east-1,-1,-1,1.0
15,5,c,d,us-west-1,us-west-1,-1,-1,1.0
16,5,a,b,us-west-1,us-west-1,-1,-1,1.0
17,5,b,c,us-west-1,us-west-1,-1,-1,1.0
0,6,frontend,a,us-central-1,us-central-1,107,201,0.5323383084577115
1,6,frontend,a,us-central-1,us-south-1,94,201,0.46766169154228854
2,6,frontend,a,us-south-1,us-south-1,13,112,0.11607142857142858
3,6,frontend,a,us-south-1,us-east-1,99,112,0.8839285714285714
4,6,frontend,a,us-east-1,us-east-1,8,111,0.07207207207207207
5,6,frontend,a,us-east-1,us-west-1,103,111,0.9279279279279279
6,6,c,d,us-central-1,us-central-1,-1,-1,1.0
7,6,a,b,us-central-1,us-central-1,-1,-1,1.0
8,6,b,c,us-central-1,us-central-1,-1,-1,1.0
9,6,c,d,us-south-1,us-south-1,-1,-1,1.0
10,6,a,b,us-south-1,us-south-1,-1,-1,1.0
11,6,b,c,us-south-1,us-south-1,-1,-1,1.0
12,6,c,d,us-east-1,us-east-1,-1,-1,1.0
13,6,a,b,us-east-1,us-east-1,-1,-1,1.0
